lemma_id,lemma,pos,cefr,english_gloss,frequency_rank,domain,difficulty
lem_1b5443c7e7,difficile,adjective,A1,difficult,82,general,1
lem_e7dc993687,facile,adjective,A1,easy,83,general,1
lem_8bd9917a5c,importante,adjective,A2,important,84,general,2
lem_335446e87c,interessante,adjective,A2,interesting,85,general,2
lem_fb093bccb9,utile,adjective,B1,useful,86,general,3
lem_ca1e778d42,necessario,adjective,B1,necessary,87,general,3
lem_93d2f03517,essere,verb,A1,to be,88,general,1
lem_cbcf7e5114,avere,verb,A1,to have,89,general,1
lem_4f82e531da,fare,verb,A1,to do / to make,90,general,1
lem_ce032b4f2b,dire,verb,A1,to say / to tell,91,general,1
lem_1f0733b123,andare,verb,A1,to go,92,general,1
lem_ce5538f500,venire,verb,A1,to come,93,general,1
lem_519baae195,stare,verb,A1,to stay / to be (state),94,general,1
lem_570f3dcd54,potere,verb,A1,can / to be able to,95,general,1
lem_6286273c65,volere,verb,A1,to want,96,general,1
lem_79b28d654f,dovere,verb,A1,must / to have to,97,general,1
lem_9c4adfafea,sapere,verb,A1,to know (a fact),98,general,1
lem_9b4f96568f,conoscere,verb,A1,to know (a person/place),99,general,1
lem_1cfdf79cd2,parlare,verb,A1,to speak,100,general,1
lem_8ac33ec878,capire,verb,A1,to understand,101,general,1
lem_2e003755ff,sentire,verb,A1,to hear / to feel,102,general,1
lem_b8b3e4c3bd,vedere,verb,A1,to see,103,general,1
lem_415d12e41f,guardare,verb,A1,to watch / to look,104,general,1
lem_bcc3164550,mangiare,verb,A1,to eat,105,general,1
lem_d80f231194,bere,verb,A1,to drink,106,general,1
lem_f977d87e1b,comprare,verb,A1,to buy,107,general,1
lem_8b24108c3f,vendere,verb,A1,to sell,108,general,1
lem_74e109cd2b,lavorare,verb,A1,to work,109,general,1
lem_9114aaff02,studiare,verb,A1,to study,110,education,1
lem_ac944ff99e,leggere,verb,A1,to read,111,general,1
lem_e2beae3da9,scrivere,verb,A1,to write,112,general,1
lem_1f82609129,ascoltare,verb,A1,to listen,113,general,1
lem_acfcde0091,chiedere,verb,A1,to ask,114,general,1
lem_6428821e42,rispondere,verb,A1,to answer,115,general,1
lem_9622fe4501,aprire,verb,A1,to open,116,general,1
lem_67a4eca30c,chiudere,verb,A1,to close,117,general,1
lem_4d225d8f32,mettere,verb,A1,to put,118,general,1
lem_50a8615d1d,togliere,verb,A1,to remove / to take off,119,general,1
lem_c09313a147,trovare,verb,A1,to find,120,general,1
lem_278803c372,cercare,verb,A1,to look for,121,general,1
lem_e0784dec09,pensare,verb,A1,to think,122,general,1
lem_025362aae6,credere,verb,A1,to believe,123,general,1
lem_bdc12f6d8c,ricordare,verb,A1,to remember,124,general,1
lem_f97677c11c,dimenticare,verb,A1,to forget,125,general,1
lem_2231ad5762,chiamare,verb,A1,to call,126,general,1
lem_027cdf151c,vivere,verb,A1,to live,127,general,1
lem_9c2d5cfc97,morire,verb,A1,to die,128,general,1
lem_a05b48f540,nascere,verb,A1,to be born,129,general,1
lem_db7b9a6894,piacere,verb,A1,to like / to please,130,general,1
lem_7a3692b89a,amare,verb,A1,to love,131,general,1
lem_6c38fbed03,odiare,verb,A1,to hate,132,general,1
lem_6a4d32fb0b,aiutare,verb,A1,to help,133,general,1
lem_8afc6cafdd,seguire,verb,A1,to follow,134,general,1
lem_d638d2c3e2,aspettare,verb,A1,to wait,135,general,1
lem_b73bb2189f,entrare,verb,A1,to enter,136,general,1
lem_cba9ab9425,uscire,verb,A1,to go out,137,general,1
lem_bcecbc8c3f,partire,verb,A2,to leave / to depart,138,general,2
lem_c0de53e206,arrivare,verb,A2,to arrive,139,general,2
lem_7b4a60a811,camminare,verb,A2,to walk,140,general,2
lem_57631ec803,correre,verb,A2,to run,141,general,2
lem_1558a9fd8d,guidare,verb,A2,to drive,142,general,2
lem_34cb1a162c,viaggiare,verb,A2,to travel,143,general,2
lem_4e8a5bfe81,dormire,verb,A2,to sleep,144,general,2
lem_b7ef436a6a,alzarsi,verb,A2,to get up,145,general,2
lem_43bd03c776,sedersi,verb,A2,to sit down,146,general,2
lem_e25092f94c,cucinare,verb,A2,to cook,147,general,2
lem_8691b1adce,pulire,verb,A2,to clean,148,general,2
lem_bbf76e876f,pagare,verb,A2,to pay,149,general,2
lem_0e3cd8c4f0,costare,verb,A2,to cost,150,general,2
lem_ad6f36e43d,scegliere,verb,A2,to choose,151,general,2
lem_e61232a066,spiegare,verb,A2,to explain,152,general,2
lem_7213a0678c,imparare,verb,A2,to learn,153,education,2
lem_a385098437,insegnare,verb,A2,to teach,154,education,2
lem_09236ad09c,provare,verb,A2,to try,155,general,2
lem_eba20b11f8,iniziare,verb,A2,to start,156,general,2
lem_6b26d6529c,finire,verb,A2,to finish,157,general,2
lem_3f9203fd3d,continuare,verb,A2,to continue,158,general,2
lem_7b83e355c3,cambiare,verb,A2,to change,159,general,2
lem_b1bd050a77,diventare,verb,A2,to become,160,general,2
lem_def750a093,usare,verb,A2,to use,161,general,2
lem_d9b53f0594,servire,verb,A2,to need / to serve,162,general,2
lem_d9744180a8,offrire,verb,A2,to offer,163,general,2
lem_642b0944cd,accettare,verb,A2,to accept,164,general,2
lem_7d31dba714,rifiutare,verb,A2,to refuse,165,general,2
lem_e65aa0d491,preferire,verb,A2,to prefer,166,general,2
lem_c2fe143d71,decidere,verb,A2,to decide,167,general,2
lem_46974616cd,organizzare,verb,A2,to organize,168,general,2
lem_fec052d4ae,preparare,verb,A2,to prepare,169,general,2
lem_d84aad4806,incontrare,verb,A2,to meet,170,general,2
lem_1c6603ebdc,visitare,verb,A2,to visit,171,general,2
lem_3dc0acab45,telefonare,verb,A2,to call (by phone),172,general,2
lem_1c0a2831d2,mandare,verb,A2,to send,173,general,2
lem_f1ca341ed1,ricevere,verb,A2,to receive,174,general,2
lem_dab7034001,portare,verb,A2,to bring / to carry,175,general,2
lem_7d1f49bca0,lasciare,verb,A2,to leave (something),176,general,2
lem_fdd69afa6e,tenere,verb,A2,to keep / to hold,177,general,2
lem_94ecd9d6b3,prendere,verb,A2,to take,178,general,2
lem_5face9846e,dare,verb,A2,to give,179,general,2
lem_a39de33478,mettersi,verb,A2,to start (doing) / to put on,180,general,2
lem_76e7b8f314,indossare,verb,A2,to wear (clothes),181,general,2
lem_0bddf84543,spendere,verb,A2,to spend (money),182,general,2
lem_f6dad332ea,guadagnare,verb,A2,to earn,183,general,2
lem_f8fa06289f,risparmiare,verb,A2,to save (money),184,general,2
lem_7c8f8553c8,mantenere,verb,A2,to maintain,185,general,2
lem_a11047da9e,costruire,verb,A2,to build,186,general,2
lem_d8e4eeabe7,creare,verb,A2,to create,187,general,2
lem_a935e8a8ff,sviluppare,verb,A2,to develop,188,general,2
lem_842a988963,progettare,verb,A2,to design,189,general,2
lem_f55c5861ce,programmare,verb,A2,to program,190,general,2
lem_9db254a7b6,testare,verb,A2,to test,191,general,2
lem_dc3d811964,eseguire,verb,A2,to execute / to run,192,general,2
lem_b796490d91,misurare,verb,A2,to measure,193,general,2
lem_e4fedfd648,valutare,verb,A2,to evaluate,194,general,2
lem_f0abba13a4,analizzare,verb,A2,to analyze,195,general,2
lem_9c9e0f72f7,confrontare,verb,A2,to compare,196,general,2
lem_1ddd0ca71d,aumentare,verb,A2,to increase,197,general,2
lem_6554d5c64e,ridurre,verb,A2,to reduce,198,general,2
lem_0970b5eb11,migliorare,verb,A2,to improve,199,general,2
lem_b454827ba4,risolvere,verb,A2,to solve,200,general,2
lem_cc7a0c3cb9,gestire,verb,A2,to manage,201,general,2
lem_c5215fc311,controllare,verb,A2,to check / to control,202,general,2
lem_a7ffea4226,proteggere,verb,A2,to protect,203,general,2
lem_e90caae6d8,salvare,verb,A2,to save,204,general,2
lem_5bd401acf6,cancellare,verb,A2,to delete,205,general,2
lem_e3cff21f7b,scaricare,verb,A2,to download,206,general,2
lem_0d78f15d5d,caricare,verb,A2,to upload,207,general,2
lem_4e1dcb3502,aggiornare,verb,B1,to update,208,general,3
lem_fdf0a5c879,installare,verb,B1,to install,209,general,3
lem_4734531586,connettere,verb,B1,to connect,210,general,3
lem_74b904ed50,disconnettere,verb,B1,to disconnect,211,general,3
lem_4594778286,cliccare,verb,B1,to click,212,general,3
lem_d7ab3fbda2,digitare,verb,B1,to type,213,general,3
lem_762ddabe7b,stampare,verb,B1,to print,214,general,3
lem_ad2e7e73de,spostare,verb,B1,to move,215,general,3
lem_cd61232b0d,aprendere,verb,B1,to learn (formal),216,general,3
lem_b96c756651,costringere,verb,B1,to force,217,general,3
lem_3f5faaefc3,permettere,verb,B1,to allow,218,general,3
lem_a8504646f0,vietare,verb,B1,to forbid,219,general,3
lem_aaf67a6bec,sperare,verb,B1,to hope,220,general,3
lem_9db8e475a2,temere,verb,B1,to fear,221,general,3
lem_5069fa817b,ridere,verb,B1,to laugh,222,general,3
lem_bedb8fb52f,piangere,verb,B1,to cry,223,general,3
lem_d3c3a6eae4,sorridere,verb,B1,to smile,224,general,3
lem_d21131bc38,cantare,verb,B1,to sing,225,general,3
lem_87f7f0bda4,suonare,verb,B1,to play (instrument) / to ring,226,general,3
lem_2ede9dc854,ballare,verb,B1,to dance,227,general,3
lem_7166748ee4,giocare,verb,B1,to play,228,general,3
lem_5a72c1fef6,vincere,verb,B1,to win,229,general,3
lem_a859c69a22,perdere,verb,B1,to lose,230,general,3
lem_948f1a4cfa,rompere,verb,B1,to break,231,general,3
lem_33a745889a,aggiustare,verb,B1,to fix,232,general,3
lem_d76e794c6f,riparare,verb,B1,to repair,233,general,3
lem_44c93a3260,valere,verb,B1,to be worth,234,general,3
lem_457380cd69,compilare,verb,B1,to fill in,235,general,3
lem_adcee15326,firmare,verb,B1,to sign,236,general,3
lem_4c7f4d50f9,legare,verb,B1,to tie,237,general,3
lem_4eec316b45,tagliare,verb,B1,to cut,238,general,3
lem_7635d71f3d,cuocere,verb,B1,to cook (heat),239,general,3
lem_5a1e487ade,lavare,verb,B1,to wash,240,general,3
lem_43418c556b,asciugare,verb,B1,to dry,241,general,3
lem_35ac889794,ordinare,verb,B1,to order,242,general,3
lem_ea39773ed6,consigliare,verb,B1,to recommend,243,general,3
lem_d35186e764,invitare,verb,B1,to invite,244,general,3
lem_79eefdb428,raccogliere,verb,B1,to collect,245,general,3
lem_6f0c252c7d,prenotare,verb,B1,to book / to reserve,246,general,3
lem_96f0fa6138,salire,verb,B1,to go up,247,general,3
lem_e5bb3b3588,scendere,verb,B1,to go down,248,general,3
lem_daa5378df6,tornare,verb,B1,to return,249,general,3
lem_00447736c4,restare,verb,B1,to stay / to remain,250,general,3
lem_08ae82ec97,passare,verb,B1,to pass / to spend (time),251,general,3
lem_0af8417f9a,fermare,verb,B1,to stop,252,general,3
lem_d420252e43,capitare,verb,B1,to happen,253,general,3
lem_4001158e2d,succedere,verb,B1,to happen,254,general,3
lem_4e4bb9dc28,ricordarsi,verb,B1,to remember,255,general,3
lem_3a029dadc8,dimenticarsi,verb,B1,to forget,256,general,3
lem_1f95f63ff4,spaventare,verb,B1,to scare,257,general,3
lem_4b2bf7051f,preoccupare,verb,B1,to worry,258,general,3
lem_3eddb99aff,tranquillizzare,verb,B1,to reassure,259,general,3
lem_52cce05f7b,interessare,verb,B1,to interest,260,general,3
lem_f52d4bca29,importare,verb,B1,to matter,261,general,3
lem_2c7d747266,dipendere,verb,B1,to depend,262,general,3
lem_d43a1fd95d,sembrare,verb,B1,to seem,263,general,3
lem_90017ffbde,apparire,verb,B1,to appear,264,general,3
lem_a349d5f077,dividere,verb,B1,to divide,265,general,3
lem_923d45c873,unire,verb,B1,to unite,266,general,3
lem_84997fe062,aggiungere,verb,B1,to add,267,general,3
lem_63205b48d3,completare,verb,B1,to complete,268,general,3
lem_b721a6a494,ripetere,verb,B1,to repeat,269,general,3
lem_926b1e2fc5,copiare,verb,B1,to copy,270,general,3
lem_f70c190b2a,incollare,verb,B1,to paste,271,general,3
lem_3304aa62eb,condividere,verb,B1,to share,272,general,3
lem_6eeb83f3a0,pubblicare,verb,B1,to publish,273,general,3
lem_47589ee9ff,riessere,verb,B1,re- to be,274,general,3
lem_8374bf46e9,disessere,verb,B1,dis- to be,275,general,3
lem_8b679083f8,preessere,verb,B1,pre- to be,276,general,3
lem_bb8f6088eb,postessere,verb,B1,post- to be,277,general,3
lem_56d1a38831,autoessere,verb,B1,self- to be,278,general,3
lem_aea6ab05f5,riandare,verb,B1,re- to go,279,general,3
lem_5ba2ede359,disandare,verb,B1,dis- to go,280,general,3
lem_96c784d127,preandare,verb,B1,pre- to go,281,general,3
lem_fe149c6d58,postandare,verb,B1,post- to go,282,general,3
lem_d2e0533ab0,autoandare,verb,B1,self- to go,283,general,3
lem_ea25b5d082,rivenire,verb,B1,re- to come,284,general,3
lem_ea56ba7669,disvenire,verb,B1,dis- to come,285,general,3
lem_124848d74d,prevenire,verb,B1,pre- to come,286,general,3
lem_5a12152e5a,postvenire,verb,B1,post- to come,287,general,3
lem_77f711c408,autovenire,verb,B2,self- to come,288,general,4
lem_9d156d1dc3,ripotere,verb,B2,re- can / to be able to,289,general,4
lem_1b33d156dc,dispotere,verb,B2,dis- can / to be able to,290,general,4
lem_ea0b38a244,prepotere,verb,B2,pre- can / to be able to,291,general,4
lem_6189c8b4a1,postpotere,verb,B2,post- can / to be able to,292,general,4
lem_db32cf1a01,autopotere,verb,B2,self- can / to be able to,293,general,4
lem_2bf4ae718e,rivolere,verb,B2,re- to want,294,general,4
lem_83e68488d1,disvolere,verb,B2,dis- to want,295,general,4
lem_ea486316c3,prevolere,verb,B2,pre- to want,296,general,4
lem_ae27ea72d2,postvolere,verb,B2,post- to want,297,general,4
lem_c7471917f2,autovolere,verb,B2,self- to want,298,general,4
lem_b22fdd6a1f,ridovere,verb,B2,re- must / to have to,299,general,4
lem_e014d24d2d,disdovere,verb,B2,dis- must / to have to,300,general,4
lem_7a915cd1da,predovere,verb,B2,pre- must / to have to,301,general,4
lem_a81acae8c9,postdovere,verb,B2,post- must / to have to,302,general,4
lem_80ce47f6eb,autodovere,verb,B2,self- must / to have to,303,general,4
lem_14e3074d13,risapere,verb,B2,re- to know (a fact),304,general,4
lem_97bbe8904a,dissapere,verb,B2,dis- to know (a fact),305,general,4
lem_4f224a3aab,presapere,verb,B2,pre- to know (a fact),306,general,4
lem_50941b3459,postsapere,verb,B2,post- to know (a fact),307,general,4
lem_06dd063354,autosapere,verb,B2,self- to know (a fact),308,general,4
lem_bab82b0d3d,riconoscere,verb,B2,to recognize,309,general,4
lem_4b61f9d312,disconoscere,verb,B2,dis- to know (a person/place),310,general,4
lem_dafa8a2414,preconoscere,verb,B2,pre- to know (a person/place),311,general,4
lem_14e6429cf7,postconoscere,verb,B2,post- to know (a person/place),312,general,4
lem_ece0bc37fd,autoconoscere,verb,B2,self- to know (a person/place),313,general,4
lem_c7bbf0ccf5,riparlare,verb,B2,re- to speak,314,general,4
lem_c1c626ee9c,disparlare,verb,B2,dis- to speak,315,general,4
lem_5bf92bc13a,preparlare,verb,B2,pre- to speak,316,general,4
lem_4416d99b57,postparlare,verb,B2,post- to speak,317,general,4
lem_4cd057a972,autoparlare,verb,B2,self- to speak,318,general,4
lem_ed523551e9,ricapire,verb,B2,re- to understand,319,general,4
lem_3e1f5cfd7b,discapire,verb,B2,dis- to understand,320,general,4
lem_b7c9836579,precapire,verb,B2,pre- to understand,321,general,4
lem_06652168f1,postcapire,verb,B2,post- to understand,322,general,4
lem_feb1dcfc1c,autocapire,verb,B2,self- to understand,323,general,4
lem_41c2db85b8,risentire,verb,B2,re- to hear / to feel,324,general,4
lem_39ec967156,dissentire,verb,B2,dis- to hear / to feel,325,general,4
lem_5854a3acc1,presentire,verb,B2,pre- to hear / to feel,326,general,4
lem_dd2af5f9ce,postsentire,verb,B2,post- to hear / to feel,327,general,4
lem_7b65feceda,autosentire,verb,B2,self- to hear / to feel,328,general,4
lem_6ab9fd29f3,rivedere,verb,B2,re- to see,329,general,4
lem_8a6ac17dcd,disvedere,verb,B2,dis- to see,330,general,4
lem_abd093f975,prevedere,verb,B2,pre- to see,331,general,4
lem_15cc414904,postvedere,verb,B2,post- to see,332,general,4
lem_e0423cca37,autovedere,verb,B2,self- to see,333,general,4
lem_0a1c6a8654,riguardare,verb,B2,re- to watch / to look,334,general,4
lem_39dfe68680,disguardare,verb,B2,dis- to watch / to look,335,general,4
lem_4d86c793b4,preguardare,verb,B2,pre- to watch / to look,336,general,4
lem_50bb4a84e2,postguardare,verb,B2,post- to watch / to look,337,general,4
lem_5d8eb85925,autoguardare,verb,B2,self- to watch / to look,338,general,4
lem_bd988af44e,rimangiare,verb,B2,re- to eat,339,general,4
lem_0219248b6a,dismangiare,verb,B2,dis- to eat,340,general,4
lem_6392ad7515,premangiare,verb,B2,pre- to eat,341,general,4
lem_a7e95ffb22,postmangiare,verb,B2,post- to eat,342,general,4
lem_2a8683ccca,automangiare,verb,B2,self- to eat,343,general,4
lem_284b7d8f56,ricomprare,verb,B2,re- to buy,344,general,4
lem_2fb538f4bd,discomprare,verb,B2,dis- to buy,345,general,4
lem_08ac89a1c3,precomprare,verb,B2,pre- to buy,346,general,4
lem_bf6e633d24,postcomprare,verb,B2,post- to buy,347,general,4
lem_cf9b183ca7,autocomprare,verb,C1,self- to buy,348,general,5
lem_899aed8d3b,rivendere,verb,C1,re- to sell,349,general,5
lem_ea1f4fccf9,disvendere,verb,C1,dis- to sell,350,general,5
lem_658672599b,prevendere,verb,C1,pre- to sell,351,general,5
lem_5653e2c076,postvendere,verb,C1,post- to sell,352,general,5
lem_7d9497d85d,autovendere,verb,C1,self- to sell,353,general,5
lem_e7af8eaa7f,rilavorare,verb,C1,re- to work,354,general,5
lem_248ff9e7cf,dislavorare,verb,C1,dis- to work,355,general,5
lem_47bc3dc643,prelavorare,verb,C1,pre- to work,356,general,5
lem_e9936e8dd7,postlavorare,verb,C1,post- to work,357,general,5
lem_610dbbacd6,autolavorare,verb,C1,self- to work,358,general,5
lem_3d420947ae,ristudiare,verb,C1,re- to study,359,general,5
lem_6e83990d68,disstudiare,verb,C1,dis- to study,360,general,5
lem_427020f5b9,prestudiare,verb,C1,pre- to study,361,general,5
lem_d3c68ae65f,poststudiare,verb,C1,post- to study,362,general,5
lem_55bd6437bd,autostudiare,verb,C1,self- to study,363,general,5
lem_6a44321e05,sostenere,verb,C1,to support,364,general,5
lem_cf508efa03,evitare,verb,C1,to avoid,365,general,5
lem_639b9ac0d2,includere,verb,C1,to include,366,general,5
lem_bfddee28b3,escludere,verb,C1,to exclude,367,general,5
lem_ad4dc982fc,rappresentare,verb,C1,to represent,368,general,5
lem_cff5d24910,descrivere,verb,C1,to describe,369,general,5
lem_0306d75147,discutere,verb,C1,to discuss,370,general,5
lem_85bfd64e9a,presentare,verb,C1,to present,371,general,5
lem_8349ff7b84,spostarsi,verb,C1,to move (oneself),372,general,5
lem_af561439fd,mancare,verb,C1,to miss / to lack,373,general,5
lem_7183bce2cc,contare,verb,C1,to count,374,general,5
lem_fa0265c3cc,calcolare,verb,C1,to calculate,375,general,5
lem_f237021f41,inviare,verb,C1,to send,376,general,5
lem_7d30e95708,configurare,verb,C1,to configure,377,general,5
lem_ff125669d4,personalizzare,verb,C1,to personalize,378,general,5
lem_afa4598c65,automatizzare,verb,C1,to automate,379,general,5
lem_2c925aec98,visualizzare,verb,C1,to visualize / to display,380,general,5
lem_ddb69bc0c2,monitorare,verb,C1,to monitor,381,general,5
lem_d9f250df45,navigare,verb,C1,to browse / to navigate,382,general,5
lem_d52094f529,interagire,verb,C1,to interact,383,general,5
lem_028a24e37a,collaborare,verb,C1,to collaborate,384,general,5
lem_bee108f991,memorizzare,verb,C1,to memorize,385,general,5
lem_0f59d7818b,pronunciare,verb,C1,to pronounce,386,general,5
lem_eab9288601,tradurre,verb,C1,to translate,387,general,5
lem_70789663e8,comunicare,verb,C1,to communicate,388,general,5
lem_79de1f1926,informare,verb,C1,to inform,389,general,5
lem_47226c1bec,rispettare,verb,C1,to respect,390,general,5
lem_e2bdebff89,accorgersi,verb,C1,to notice,391,general,5
lem_d7e55811a7,riuscire,verb,C1,to manage / to succeed,392,general,5
lem_214bbafbbc,buonamente,adverb,B1,,393,general,3
lem_017ed28326,cattivamente,adverb,B1,,394,general,3
lem_73b06954d8,grandemente,adverb,B1,,395,general,3
lem_b863c6993f,piccolamente,adverb,B1,,396,general,3
lem_5ee4030f8f,bellamente,adverb,B1,,397,general,3
lem_734f7dc9f8,difficilemente,adverb,B1,,398,general,3
lem_106d66cbb4,facilemente,adverb,B1,,399,general,3
lem_a50e00cf2d,importantemente,adverb,B1,,400,general,3
lem_351ae13ffc,interessantemente,adverb,B1,,401,general,3
lem_a81689a999,utilemente,adverb,B1,,402,general,3
lem_7483932791,necessariamente,adverb,B1,,403,general,3
lem_5ab76c1ba4,esszione,noun,B1,,404,general,3
lem_f8002ea475,esstore,noun,B2,,405,general,4
lem_765244f83f,avzione,noun,B1,,406,general,3
lem_3f0a71c438,avtore,noun,B2,,407,general,4
lem_91618393ca,fazione,noun,B1,,408,general,3
lem_9efe335792,ftore,noun,B2,,409,general,4
lem_02318a1737,dizione,noun,B1,,410,general,3
lem_7d8dd711b6,dtore,noun,B2,,411,general,4
lem_126a825337,andazione,noun,B1,,412,general,3
lem_efa33eacf8,andtore,noun,B2,,413,general,4
lem_c1b2ab3505,venizione,noun,B1,,414,general,3
lem_0778b8e7f8,ventore,noun,B2,,415,general,4
lem_e0e9dadfd9,stazione,noun,B1,,416,travel,3
lem_c5be363d97,sttore,noun,B2,,417,general,4
lem_3ed8643a06,potzione,noun,B1,,418,general,3
lem_7fa7f8ceb0,pottore,noun,B2,,419,general,4
lem_83691d44e3,volzione,noun,B1,,420,general,3
lem_3633febc58,voltore,noun,B2,,421,general,4
lem_2916a76e4c,dovzione,noun,B1,,422,general,3
lem_0df9fb73ba,dovtore,noun,B2,,423,general,4
lem_6356496ae8,sapzione,noun,B1,,424,general,3
lem_d346db8d39,saptore,noun,B2,,425,general,4
lem_8c262e929a,conosczione,noun,B1,,426,general,3
lem_19271b009f,conosctore,noun,B2,,427,general,4
lem_8a75a5ff41,parlazione,noun,B1,,428,general,3
lem_dc439ec2c1,parltore,noun,B2,,429,general,4
lem_ad26db5875,capizione,noun,B1,,430,general,3
lem_303829c6f4,captore,noun,B2,,431,general,4
lem_8b40920554,sentizione,noun,B1,,432,general,3
lem_341e73006c,senttore,noun,B2,,433,general,4
lem_6cebadd3e6,vedzione,noun,B1,,434,general,3
lem_302fdfb0e1,vedtore,noun,B2,,435,general,4
lem_e54fb61564,guardazione,noun,B1,,436,general,3
lem_6c473a7ec7,guardtore,noun,B2,,437,general,4
lem_813988b631,mangiazione,noun,B1,,438,general,3
lem_85826cef72,mangitore,noun,B2,,439,general,4
lem_b1baa117d0,bzione,noun,B1,,440,general,3
lem_731cc40281,btore,noun,B2,,441,general,4
lem_337b035316,comprazione,noun,B1,,442,general,3
